roc_auc,pr_auc,accuracy,f1,balanced_accuracy,matthews_corrcoef,sensitivity,specificity,precision,pos_LR,sensitivity_at_spec100,fold,n_train,n_val,threshold,best_penalty,best_C,best_solver,best_inner_score,feature,seed
0.713927738927739,0.7704083769735769,0.6595744680851063,0.7064220183486238,0.6512820512820512,0.301511702497001,0.7,0.6025641025641025,0.7129629629629629,1.7612903225806449,0.0454545454545454,1,679,188,0.5132551074526543,l2,0.1,liblinear,0.693993970970222,ECFP_1024_2,3
0.7344715925816897,0.8187549351461779,0.7459016393442623,0.8074534161490683,0.71371798645864,0.4349926522633886,0.8227848101265823,0.6046511627906976,0.7926829268292683,2.0811615785554727,0.1392405063291139,2,745,122,0.4965028063490945,l2,0.01,liblinear,0.6577646049124072,ECFP_1024_2,3
0.6957957957957958,0.7320856011368486,0.6783625730994152,0.7368421052631579,0.6718468468468468,0.3316150330941129,0.6936936936936937,0.65,0.7857142857142857,1.9819819819819824,0.0,3,696,171,0.530219974197692,l2,0.1,liblinear,0.7030817720344855,ECFP_1024_2,3
0.6520587845889051,0.6467783480305196,0.6206896551724138,0.6413043478260869,0.6193565470673905,0.239029773889481,0.6483516483516484,0.5903614457831325,0.6344086021505376,1.5827407886231415,0.0219780219780219,4,693,174,0.5317318803376285,l2,0.01,liblinear,0.690858541165181,ECFP_1024_2,3
0.7572873563218391,0.7918189239028134,0.6933962264150944,0.7389558232931727,0.6840919540229885,0.367559165920746,0.736,0.632183908045977,0.7419354838709677,2.001,0.024,5,655,212,0.4812880827861416,l2,0.1,lbfgs,0.6968022321415415,ECFP_1024_2,3
0.6283783783783784,0.6910044294387095,0.6311475409836066,0.7239263803680982,0.5861486486486487,0.1894798229847538,0.7972972972972973,0.375,0.6629213483146067,1.2756756756756755,0.0135135135135135,1,745,122,0.4808307685112853,l2,0.0001,liblinear,0.6827675525087201,GNN_Soft_Clip_with_Frozen_Teacher_seed0_GNN,0
0.7158333333333333,0.7511293360492691,0.656,0.6993006993006993,0.6680555555555556,0.3226769924956424,0.625,0.7111111111111111,0.7936507936507936,2.1634615384615388,0.0,2,742,125,0.5234556502816556,l2,0.0001,liblinear,0.6742584356539008,GNN_Soft_Clip_with_Frozen_Teacher_seed0_GNN,0
0.7103690422829821,0.7500134894213297,0.6808510638297872,0.7311827956989247,0.6685342895562527,0.3387428971006951,0.7391304347826086,0.5979381443298969,0.723404255319149,1.83835005574136,0.036231884057971,3,632,235,0.4673827967527669,l2,0.0001,liblinear,0.655770280601455,GNN_Soft_Clip_with_Frozen_Teacher_seed0_GNN,0
0.6226110983191342,0.6607304895103809,0.591304347826087,0.6518518518518519,0.578709033694067,0.1604004412554705,0.6821705426356589,0.4752475247524752,0.624113475177305,1.299985373701916,0.0077519379844961,4,637,230,0.4837241204572234,l2,0.0001,lbfgs,0.6786088798083191,GNN_Soft_Clip_with_Frozen_Teacher_seed0_GNN,0
0.6578947368421053,0.7133805007778824,0.6258064516129033,0.6704545454545454,0.6271929824561404,0.2480688338616279,0.6210526315789474,0.6333333333333333,0.7283950617283951,1.69377990430622,0.0105263157894736,5,712,155,0.5116429515942248,l1,0.01,liblinear,0.6819499051987603,GNN_Soft_Clip_with_Frozen_Teacher_seed0_GNN,0
